Metabolite;metabolite name;metabolite (paper);(metabolite name);adduct;PUBCHEM ID;HMDB ID;Average Molecular Weight;Monisotopic Molecular Weight;KEGG;Pathway;sub-pathway;M/Z;Specimen;function;participantsn(cancer type);stage;number;gender (M TEXT, F);age mean(range) (M / F);smoking status;participantsn(control);number.1;gender (M / F);age mean(range) (M / F).;smoking status.1;Chromatography;Ion source;Positive/Negative mode;Mass analyzer;Identification level;Data processing software;Database search;statistical software;statistical difference method;mean concentration (case);mean  concentration (control);fold change n(case/ control);RAW p-value;FDR;VIP;Classification method;Cutoff value;AUROC (95%CI);Sensitivity (%);Specificity (%);Accuracy (%);Survival analysis method;time cut-offs (<=/>);HR (95%CI);p-value;FDR.1;Country;author-emphasized biomarkers;other information;Pubmed ID;Authors;id;;
indoleacrylic acid;indoleacrylic acid;indoleacrylic acid;–;–;–;HMDB0000734;–;–;–;–;–;–;plasma;diagnosis;adenocarcinoma;I, II, III, IV;28;16, 12;59 (44-80);former, current, non-smoker;healthy;56;35, 21;58 (47-80);former, current, non-smoker;LC;ESI;both;LTQ-FT;–;Analyst software;–;SIMCA-P;independent sample t-tests, OPLS-DA;–;–;3,502;1,345E-007;–;1,618;–;–;–;–;–;–;–;–;–;–;–;China;–;–;29896992;Xiang et al. 2018;3269;;
dodecanoic acid;dodecanoic acid;dodecanoic acid;–;–;–;HMDB0000638;–;–;–;–;–;–;plasma;diagnosis;adenocarcinoma;I, II, III, IV;24;10, 14;59 (43-71);former, current, non-smoker;healthy;56;35, 21;59 (42-79);former, current, non-smoker;LC;ESI;both;LTQ-FT;–;Analyst software;–;SIMCA-P;independent sample t-tests, OPLS-DA;–;–;3,31;9,207E-016;–;1,475;–;–;–;–;–;–;–;–;–;–;–;China;–;–;29896992;Xiang et al. 2018;3270;;
cuminaldehyde;cuminaldehyde;cuminaldehyde;–;–;–;–;–;–;–;–;–;–;plasma;diagnosis;squamous cell carcinoma;I, II, III, IV;22;16, 6;60.5 (42-73);former, current, non-smoker;healthy;56;35, 21;59 (42-79);former, current, non-smoker;LC;ESI;both;LTQ-FT;–;Analyst software;–;SIMCA-P;independent sample t-tests, OPLS-DA;–;–;3,207;3,398E-007;–;1,302;–;–;–;–;–;–;–;–;–;–;–;China;–;–;29896992;Xiang et al. 2018;3271;;
4-8-dihydroxyquinoline-2-carboxylic;4-8-dihydroxyquinoline-2-carboxylic;4-8-dihydroxyquinoline-2-carboxylic;–;–;–;–;–;–;–;–;–;–;plasma;diagnosis;adenocarcinoma;I, II, III, IV;24;10, 14;59 (43-71);former, current, non-smoker;healthy;56;35, 21;59 (42-79);former, current, non-smoker;LC;ESI;both;LTQ-FT;–;Analyst software;–;SIMCA-P;independent sample t-tests, OPLS-DA;–;–;3,132;0,000001932;–;1,744;–;–;–;–;–;–;–;–;–;–;–;China;–;–;29896992;Xiang et al. 2018;3272;;
cuminaldehyde;cuminaldehyde;cuminaldehyde;–;–;–;–;–;–;–;–;–;–;plasma;diagnosis;squamous cell carcinoma;I, II, III, IV;25;21, 4;59.8 (43-83);former, current, non-smoker;healthy;56;35, 21;58 (47-80);former, current, non-smoker;LC;ESI;both;LTQ-FT;–;Analyst software;–;SIMCA-P;independent sample t-tests, OPLS-DA;–;–;3,09;8,792E-012;–;1,224;–;–;–;–;–;–;–;–;–;–;–;China;–;–;29896992;Xiang et al. 2018;3273;;
sodium glycodeoxycholate bioxtra;sodium glycodeoxycholate bioxtra;sodium glycodeoxycholate bioxtra;–;–;–;–;–;–;–;–;–;–;plasma;diagnosis;adenocarcinoma;I, II, III, IV;24;10, 14;59 (43-71);former, current, non-smoker;healthy;56;35, 21;59 (42-79);former, current, non-smoker;LC;ESI;both;LTQ-FT;–;Analyst software;–;SIMCA-P;independent sample t-tests, OPLS-DA;–;–;2,976;0,00000792;–;1,168;–;–;–;–;–;–;–;–;–;–;–;China;–;–;29896992;Xiang et al. 2018;3274;;
4-methylcatechol;4-methylcatechol;4-methylcatechol;–;–;–;–;–;–;–;–;–;–;plasma;diagnosis;adenocarcinoma;I, II, III, IV;28;16, 12;59 (44-80);former, current, non-smoker;healthy;56;35, 21;58 (47-80);former, current, non-smoker;LC;ESI;both;LTQ-FT;–;Analyst software;–;SIMCA-P;independent sample t-tests, OPLS-DA;–;–;2,833;2,876E-007;–;1,876;–;–;–;–;–;–;–;–;–;–;–;China;–;–;29896992;Xiang et al. 2018;3275;;
indoleacrylic acid;indoleacrylic acid;indoleacrylic acid;–;–;–;HMDB0000734;–;–;–;–;–;–;plasma;diagnosis;squamous cell carcinoma;I, II, III, IV;25;21, 4;59.8 (43-83);former, current, non-smoker;healthy;56;35, 21;58 (47-80);former, current, non-smoker;LC;ESI;both;LTQ-FT;–;Analyst software;–;SIMCA-P;independent sample t-tests, OPLS-DA;–;–;2,707;0,00005826;–;1,211;–;–;–;–;–;–;–;–;–;–;–;China;–;–;29896992;Xiang et al. 2018;3276;;
4-methylcatechol;4-methylcatechol;4-methylcatechol;–;–;–;–;–;–;–;–;–;–;plasma;diagnosis;squamous cell carcinoma;I, II, III, IV;25;21, 4;59.8 (43-83);former, current, non-smoker;healthy;56;35, 21;58 (47-80);former, current, non-smoker;LC;ESI;both;LTQ-FT;–;Analyst software;–;SIMCA-P;independent sample t-tests, OPLS-DA;–;–;2,696;0,000002051;–;1,515;–;–;–;–;–;–;–;–;–;–;–;China;–;–;29896992;Xiang et al. 2018;3277;;
cuminaldehyde;cuminaldehyde;cuminaldehyde;–;–;–;–;–;–;–;–;–;–;plasma;diagnosis;adenocarcinoma;I, II, III, IV;24;10, 14;59 (43-71);former, current, non-smoker;healthy;56;35, 21;59 (42-79);former, current, non-smoker;LC;ESI;both;LTQ-FT;–;Analyst software;–;SIMCA-P;independent sample t-tests, OPLS-DA;–;–;2,684;7,324E-007;–;1,344;–;–;–;–;–;–;–;–;–;–;–;China;–;–;29896992;Xiang et al. 2018;3278;;
4-8-dihydroxyquinoline-2-carboxylic;4-8-dihydroxyquinoline-2-carboxylic;4-8-dihydroxyquinoline-2-carboxylic;–;–;–;–;–;–;–;–;–;–;plasma;diagnosis;squamous cell carcinoma;I, II, III, IV;25;21, 4;59.8 (43-83);former, current, non-smoker;healthy;56;35, 21;58 (47-80);former, current, non-smoker;LC;ESI;both;LTQ-FT;–;Analyst software;–;SIMCA-P;independent sample t-tests, OPLS-DA;–;–;2,654;1,134E-007;–;1,488;–;–;–;–;–;–;–;–;–;–;–;China;–;–;29896992;Xiang et al. 2018;3279;;
L-aspartyl-L-phenylalanine;L-aspartyl-L-phenylalanine;L-aspartyl-L-phenylalanine;–;–;–;–;–;–;–;–;–;–;plasma;diagnosis;squamous cell carcinoma;I, II, III, IV;25;21, 4;59.8 (43-83);former, current, non-smoker;healthy;56;35, 21;58 (47-80);former, current, non-smoker;LC;ESI;both;LTQ-FT;–;Analyst software;–;SIMCA-P;independent sample t-tests, OPLS-DA;–;–;2,166;0,0000464;–;1,079;–;–;–;–;–;–;–;–;–;–;–;China;–;–;29896992;Xiang et al. 2018;3280;;
L-aspartyl-L-phenylalanine;L-aspartyl-L-phenylalanine;L-aspartyl-L-phenylalanine;–;–;–;–;–;–;–;–;–;–;plasma;diagnosis;adenocarcinoma;I, II, III, IV;28;16, 12;59 (44-80);former, current, non-smoker;healthy;56;35, 21;58 (47-80);former, current, non-smoker;LC;ESI;both;LTQ-FT;–;Analyst software;–;SIMCA-P;independent sample t-tests, OPLS-DA;–;–;1,991;0,00001122;–;1,164;–;–;–;–;–;–;–;–;–;–;–;China;–;–;29896992;Xiang et al. 2018;3281;;
L-aspartyl-L-phenylalanine;L-aspartyl-L-phenylalanine;L-aspartyl-L-phenylalanine;–;–;–;–;–;–;–;–;–;–;plasma;diagnosis;adenocarcinoma;I, II, III, IV;24;10, 14;59 (43-71);former, current, non-smoker;healthy;56;35, 21;59 (42-79);former, current, non-smoker;LC;ESI;both;LTQ-FT;–;Analyst software;–;SIMCA-P;independent sample t-tests, OPLS-DA;–;–;1,988;0,0001188;–;1,053;–;–;–;–;–;–;–;–;–;–;–;China;–;–;29896992;Xiang et al. 2018;3282;;
4-8-dihydroxyquinoline-2-carboxylic;4-8-dihydroxyquinoline-2-carboxylic;4-8-dihydroxyquinoline-2-carboxylic;–;–;–;–;–;–;–;–;–;–;plasma;diagnosis;adenocarcinoma;I, II, III, IV;28;16, 12;59 (44-80);former, current, non-smoker;healthy;56;35, 21;58 (47-80);former, current, non-smoker;LC;ESI;both;LTQ-FT;–;Analyst software;–;SIMCA-P;independent sample t-tests, OPLS-DA;–;–;1,981;0,00001472;–;1,388;–;–;–;–;–;–;–;–;–;–;–;China;–;–;29896992;Xiang et al. 2018;3283;;
DL-glyceraldehyde;DL-glyceraldehyde;DL-glyceraldehyde;–;–;–;–;–;–;–;–;–;–;plasma;diagnosis;adenocarcinoma;I, II, III, IV;24;10, 14;59 (43-71);former, current, non-smoker;healthy;56;35, 21;59 (42-79);former, current, non-smoker;LC;ESI;both;LTQ-FT;–;Analyst software;–;SIMCA-P;independent sample t-tests, OPLS-DA;–;–;0,615;0,00000547;–;2,126;–;–;–;–;–;–;–;–;–;–;–;China;–;–;29896992;Xiang et al. 2018;3284;;
DL-glyceraldehyde;DL-glyceraldehyde;DL-glyceraldehyde;–;–;–;–;–;–;–;–;–;–;plasma;diagnosis;squamous cell carcinoma;I, II, III, IV;25;21, 4;59.8 (43-83);former, current, non-smoker;healthy;56;35, 21;58 (47-80);former, current, non-smoker;LC;ESI;both;LTQ-FT;–;Analyst software;–;SIMCA-P;independent sample t-tests, OPLS-DA;–;–;0,6;4,243E-008;–;1,99;–;–;–;–;–;–;–;–;–;–;–;China;–;–;29896992;Xiang et al. 2018;3285;;
DL-glyceraldehyde;DL-glyceraldehyde;DL-glyceraldehyde;–;–;–;–;–;–;–;–;–;–;plasma;diagnosis;squamous cell carcinoma;I, II, III, IV;22;16, 6;60.5 (42-73);former, current, non-smoker;healthy;56;35, 21;59 (42-79);former, current, non-smoker;LC;ESI;both;LTQ-FT;–;Analyst software;–;SIMCA-P;independent sample t-tests, OPLS-DA;–;–;0,556;0,000002562;–;1,812;–;–;–;–;–;–;–;–;–;–;–;China;–;–;29896992;Xiang et al. 2018;3286;;
DL-glyceraldehyde;DL-glyceraldehyde;DL-glyceraldehyde;–;–;–;–;–;–;–;–;–;–;plasma;diagnosis;adenocarcinoma;I, II, III, IV;28;16, 12;59 (44-80);former, current, non-smoker;healthy;56;35, 21;58 (47-80);former, current, non-smoker;LC;ESI;both;LTQ-FT;–;Analyst software;–;SIMCA-P;independent sample t-tests, OPLS-DA;–;–;0,53;6,713E-008;–;2,252;–;–;–;–;–;–;–;–;–;–;–;China;–;–;29896992;Xiang et al. 2018;3287;;
transtrans-farnesol;transtrans-farnesol;transtrans-farnesol;–;–;–;–;–;–;–;–;–;–;plasma;diagnosis;adenocarcinoma;I, II, III, IV;28;16, 12;59 (44-80);former, current, non-smoker;healthy;56;35, 21;58 (47-80);former, current, non-smoker;LC;ESI;both;LTQ-FT;–;Analyst software;–;SIMCA-P;independent sample t-tests, OPLS-DA;–;–;0,47;0,00004746;–;1,578;–;–;–;–;–;–;–;–;–;–;–;China;–;–;29896992;Xiang et al. 2018;3288;;
2,3-dihydroxypropyl decanoate;2,3-dihydroxypropyl decanoate;2,3-dihydroxypropyl decanoate;–;–;–;–;–;–;–;–;–;–;plasma;diagnosis;squamous cell carcinoma;I, II, III, IV;22;16, 6;60.5 (42-73);former, current, non-smoker;healthy;56;35, 21;59 (42-79);former, current, non-smoker;LC;ESI;both;LTQ-FT;–;Analyst software;–;SIMCA-P;independent sample t-tests, OPLS-DA;–;–;0,45;3,821E-010;–;1,899;–;–;–;–;–;–;–;–;–;–;–;China;–;–;29896992;Xiang et al. 2018;3289;;
2,3-dihydroxypropyl decanoate;2,3-dihydroxypropyl decanoate;2,3-dihydroxypropyl decanoate;–;–;–;–;–;–;–;–;–;–;plasma;diagnosis;squamous cell carcinoma;I, II, III, IV;25;21, 4;59.8 (43-83);former, current, non-smoker;healthy;56;35, 21;58 (47-80);former, current, non-smoker;LC;ESI;both;LTQ-FT;–;Analyst software;–;SIMCA-P;independent sample t-tests, OPLS-DA;–;–;0,449;3,832E-009;–;1,688;–;–;–;–;–;–;–;–;–;–;–;China;–;–;29896992;Xiang et al. 2018;3290;;
2,3-dihydroxypropyl decanoate;2,3-dihydroxypropyl decanoate;2,3-dihydroxypropyl decanoate;–;–;–;–;–;–;–;–;–;–;plasma;diagnosis;adenocarcinoma;I, II, III, IV;24;10, 14;59 (43-71);former, current, non-smoker;healthy;56;35, 21;59 (42-79);former, current, non-smoker;LC;ESI;both;LTQ-FT;–;Analyst software;–;SIMCA-P;independent sample t-tests, OPLS-DA;–;–;0,433;1,095E-007;–;2,187;–;–;–;–;–;–;–;–;–;–;–;China;–;–;29896992;Xiang et al. 2018;3291;;
transtrans-farnesol;transtrans-farnesol;transtrans-farnesol;–;–;–;–;–;–;–;–;–;–;plasma;diagnosis;squamous cell carcinoma;I, II, III, IV;25;21, 4;59.8 (43-83);former, current, non-smoker;healthy;56;35, 21;58 (47-80);former, current, non-smoker;LC;ESI;both;LTQ-FT;–;Analyst software;–;SIMCA-P;independent sample t-tests, OPLS-DA;–;–;0,351;1,864E-008;–;1,849;–;–;–;–;–;–;–;–;–;–;–;China;–;–;29896992;Xiang et al. 2018;3292;;
octadecanamide;octadecanamide;octadecanamide;–;–;–;–;–;–;–;–;–;–;plasma;diagnosis;squamous cell carcinoma;I, II, III, IV;25;21, 4;59.8 (43-83);former, current, non-smoker;healthy;56;35, 21;58 (47-80);former, current, non-smoker;LC;ESI;both;LTQ-FT;–;Analyst software;–;SIMCA-P;independent sample t-tests, OPLS-DA;–;–;0,348;2,082E-007;–;1,902;–;–;–;–;–;–;–;–;–;–;–;China;–;–;29896992;Xiang et al. 2018;3293;;
transtrans-farnesol;transtrans-farnesol;transtrans-farnesol;–;–;–;–;–;–;–;–;–;–;plasma;diagnosis;squamous cell carcinoma;I, II, III, IV;22;16, 6;60.5 (42-73);former, current, non-smoker;healthy;56;35, 21;59 (42-79);former, current, non-smoker;LC;ESI;both;LTQ-FT;–;Analyst software;–;SIMCA-P;independent sample t-tests, OPLS-DA;–;–;0,321;3,159E-008;–;1,799;–;–;–;–;–;–;–;–;–;–;–;China;–;–;29896992;Xiang et al. 2018;3294;;
2,3-dihydroxypropyl decanoate;2,3-dihydroxypropyl decanoate;2,3-dihydroxypropyl decanoate;–;–;–;–;–;–;–;–;–;–;plasma;diagnosis;adenocarcinoma;I, II, III, IV;28;16, 12;59 (44-80);former, current, non-smoker;healthy;56;35, 21;58 (47-80);former, current, non-smoker;LC;ESI;both;LTQ-FT;–;Analyst software;–;SIMCA-P;independent sample t-tests, OPLS-DA;–;–;0,318;1,564E-007;–;2,078;–;–;–;–;–;–;–;–;–;–;–;China;–;–;29896992;Xiang et al. 2018;3295;;
2-methoxycinnamic acid;2-methoxycinnamic acid;2-methoxycinnamic acid;–;–;–;–;–;–;–;–;–;–;plasma;diagnosis;adenocarcinoma;I, II, III, IV;28;16, 12;59 (44-80);former, current, non-smoker;healthy;56;35, 21;58 (47-80);former, current, non-smoker;LC;ESI;both;LTQ-FT;–;Analyst software;–;SIMCA-P;independent sample t-tests, OPLS-DA;–;–;0,29;9,126E-008;–;1,525;–;–;–;–;–;–;–;–;–;–;–;China;–;–;29896992;Xiang et al. 2018;3296;;
octadecanamide;octadecanamide;octadecanamide;–;–;–;–;–;–;–;–;–;–;plasma;diagnosis;adenocarcinoma;I, II, III, IV;28;16, 12;59 (44-80);former, current, non-smoker;healthy;56;35, 21;58 (47-80);former, current, non-smoker;LC;ESI;both;LTQ-FT;–;Analyst software;–;SIMCA-P;independent sample t-tests, OPLS-DA;–;–;0,287;0,000000016;–;2,338;–;–;–;–;–;–;–;–;–;–;–;China;–;–;29896992;Xiang et al. 2018;3297;;
serotonin hydrochloride;serotonin hydrochloride;serotonin hydrochloride;–;–;–;–;–;–;–;–;–;–;plasma;diagnosis;squamous cell carcinoma;I, II, III, IV;25;21, 4;59.8 (43-83);former, current, non-smoker;healthy;56;35, 21;58 (47-80);former, current, non-smoker;LC;ESI;both;LTQ-FT;–;Analyst software;–;SIMCA-P;independent sample t-tests, OPLS-DA;–;–;0,276;1,431E-008;–;1,36;–;–;–;–;–;–;–;–;–;–;–;China;–;–;29896992;Xiang et al. 2018;3298;;
transtrans-farnesol;transtrans-farnesol;transtrans-farnesol;–;–;–;–;–;–;–;–;–;–;plasma;diagnosis;adenocarcinoma;I, II, III, IV;24;10, 14;59 (43-71);former, current, non-smoker;healthy;56;35, 21;59 (42-79);former, current, non-smoker;LC;ESI;both;LTQ-FT;–;Analyst software;–;SIMCA-P;independent sample t-tests, OPLS-DA;–;–;0,266;0,000001475;–;1,894;–;–;–;–;–;–;–;–;–;–;–;China;–;–;29896992;Xiang et al. 2018;3299;;
2-methoxycinnamic acid;2-methoxycinnamic acid;2-methoxycinnamic acid;–;–;–;–;–;–;–;–;–;–;plasma;diagnosis;adenocarcinoma;I, II, III, IV;24;10, 14;59 (43-71);former, current, non-smoker;healthy;56;35, 21;59 (42-79);former, current, non-smoker;LC;ESI;both;LTQ-FT;–;Analyst software;–;SIMCA-P;independent sample t-tests, OPLS-DA;–;–;0,263;0,000001181;–;2,252;–;–;–;–;–;–;–;–;–;–;–;China;–;–;29896992;Xiang et al. 2018;3300;;
retinoic acid;retinoic acid;retinoic acid;–;–;–;–;–;–;–;–;–;–;plasma;diagnosis;adenocarcinoma;I, II, III, IV;28;16, 12;59 (44-80);former, current, non-smoker;healthy;56;35, 21;58 (47-80);former, current, non-smoker;LC;ESI;both;LTQ-FT;–;Analyst software;–;SIMCA-P;independent sample t-tests, OPLS-DA;–;–;0,224;0,000001223;–;2,012;–;–;–;–;–;–;–;–;–;–;–;China;–;–;29896992;Xiang et al. 2018;3301;;
dehydroepiandrosterone;dehydroepiandrosterone;dehydroepiandrosterone;–;–;–;–;–;–;–;–;–;–;plasma;diagnosis;adenocarcinoma;I, II, III, IV;28;16, 12;59 (44-80);former, current, non-smoker;healthy;56;35, 21;58 (47-80);former, current, non-smoker;LC;ESI;both;LTQ-FT;–;Analyst software;–;SIMCA-P;independent sample t-tests, OPLS-DA;–;–;0,217;2,752E-008;–;1,664;–;–;–;–;–;–;–;–;–;–;–;China;–;–;29896992;Xiang et al. 2018;3302;;
dehydroepiandrosterone;dehydroepiandrosterone;dehydroepiandrosterone;–;–;–;–;–;–;–;–;–;–;plasma;diagnosis;squamous cell carcinoma;I, II, III, IV;25;21, 4;59.8 (43-83);former, current, non-smoker;healthy;56;35, 21;58 (47-80);former, current, non-smoker;LC;ESI;both;LTQ-FT;–;Analyst software;–;SIMCA-P;independent sample t-tests, OPLS-DA;–;–;0,209;1,929E-008;–;1,587;–;–;–;–;–;–;–;–;–;–;–;China;–;–;29896992;Xiang et al. 2018;3303;;
serotonin hydrochloride;serotonin hydrochloride;serotonin hydrochloride;–;–;–;–;–;–;–;–;–;–;plasma;diagnosis;squamous cell carcinoma;I, II, III, IV;22;16, 6;60.5 (42-73);former, current, non-smoker;healthy;56;35, 21;59 (42-79);former, current, non-smoker;LC;ESI;both;LTQ-FT;–;Analyst software;–;SIMCA-P;independent sample t-tests, OPLS-DA;–;–;0,198;3,016E-010;–;1,646;–;–;–;–;–;–;–;–;–;–;–;China;–;–;29896992;Xiang et al. 2018;3304;;
homovanillic acid;homovanillic acid;homovanillic acid;–;–;–;–;–;–;–;–;–;–;plasma;diagnosis;adenocarcinoma;I, II, III, IV;28;16, 12;59 (44-80);former, current, non-smoker;healthy;56;35, 21;58 (47-80);former, current, non-smoker;LC;ESI;both;LTQ-FT;–;Analyst software;–;SIMCA-P;independent sample t-tests, OPLS-DA;–;–;0,185;3,256E-007;–;1,721;–;–;–;–;–;–;–;–;–;–;–;China;–;–;29896992;Xiang et al. 2018;3305;;
serotonin hydrochloride;serotonin hydrochloride;serotonin hydrochloride;–;–;–;–;–;–;–;–;–;–;plasma;diagnosis;adenocarcinoma;I, II, III, IV;24;10, 14;59 (43-71);former, current, non-smoker;healthy;56;35, 21;59 (42-79);former, current, non-smoker;LC;ESI;both;LTQ-FT;–;Analyst software;–;SIMCA-P;independent sample t-tests, OPLS-DA;–;–;0,179;2,669E-007;–;1,836;–;–;–;–;–;–;–;–;–;–;–;China;–;–;29896992;Xiang et al. 2018;3306;;
2-methoxycinnamic acid;2-methoxycinnamic acid;2-methoxycinnamic acid;–;–;–;–;–;–;–;–;–;–;plasma;diagnosis;squamous cell carcinoma;I, II, III, IV;22;16, 6;60.5 (42-73);former, current, non-smoker;healthy;56;35, 21;59 (42-79);former, current, non-smoker;LC;ESI;both;LTQ-FT;–;Analyst software;–;SIMCA-P;independent sample t-tests, OPLS-DA;–;–;0,177;9,717E-009;–;1,942;–;–;–;–;–;–;–;–;–;–;–;China;–;–;29896992;Xiang et al. 2018;3307;;
retinoic acid;retinoic acid;retinoic acid;–;–;–;–;–;–;–;–;–;–;plasma;diagnosis;squamous cell carcinoma;I, II, III, IV;25;21, 4;59.8 (43-83);former, current, non-smoker;healthy;56;35, 21;58 (47-80);former, current, non-smoker;LC;ESI;both;LTQ-FT;–;Analyst software;–;SIMCA-P;independent sample t-tests, OPLS-DA;–;–;0,173;1,758E-009;–;2,044;–;–;–;–;–;–;–;–;–;–;–;China;–;–;29896992;Xiang et al. 2018;3308;;
2-methoxycinnamic acid;2-methoxycinnamic acid;2-methoxycinnamic acid;–;–;–;–;–;–;–;–;–;–;plasma;diagnosis;squamous cell carcinoma;I, II, III, IV;25;21, 4;59.8 (43-83);former, current, non-smoker;healthy;56;35, 21;58 (47-80);former, current, non-smoker;LC;ESI;both;LTQ-FT;–;Analyst software;–;SIMCA-P;independent sample t-tests, OPLS-DA;–;–;0,163;9,222E-010;–;1,569;–;–;–;–;–;–;–;–;–;–;–;China;–;–;29896992;Xiang et al. 2018;3309;;
octadecanamide;octadecanamide;octadecanamide;–;–;–;–;–;–;–;–;–;–;plasma;diagnosis;squamous cell carcinoma;I, II, III, IV;22;16, 6;60.5 (42-73);former, current, non-smoker;healthy;56;35, 21;59 (42-79);former, current, non-smoker;LC;ESI;both;LTQ-FT;–;Analyst software;–;SIMCA-P;independent sample t-tests, OPLS-DA;–;–;0,149;5,821E-016;–;2,739;–;–;–;–;–;–;–;–;–;–;–;China;–;–;29896992;Xiang et al. 2018;3310;;
dehydroepiandrosterone;dehydroepiandrosterone;dehydroepiandrosterone;–;–;–;–;–;–;–;–;–;–;plasma;diagnosis;squamous cell carcinoma;I, II, III, IV;22;16, 6;60.5 (42-73);former, current, non-smoker;healthy;56;35, 21;59 (42-79);former, current, non-smoker;LC;ESI;both;LTQ-FT;–;Analyst software;–;SIMCA-P;independent sample t-tests, OPLS-DA;–;–;0,135;4,03E-012;–;2,057;–;–;–;–;–;–;–;–;–;–;–;China;–;–;29896992;Xiang et al. 2018;3311;;
